Symbol,Industry,Sector
FMST,Other Industrial Metals & Mining,Materials
ARKR,Restaurants,Consumer Discretionary
RCON,Oil & Gas Equipment & Services,Energy
BOLD,Biotechnology,Healthcare
BIOX,Agricultural Inputs,Materials
ABVC,Biotechnology,Healthcare
SMX,Specialty Business Services,Industrials
SNTI,Biotechnology,Healthcare
JYD,Integrated Freight & Logistics,Industrials
DYAI,Biotechnology,Healthcare
SER,Biotechnology,Healthcare
IGC,Biotechnology,Healthcare
NRSN,Biotechnology,Healthcare
FEDU,Education & Training Services,Consumer Staples
TXMD,Drug Manufacturers - Specialty & Generic,Healthcare
JVA,Packaged Foods,Consumer Staples
LOCL,Farm Products,Consumer Staples
BANL,Oil & Gas Midstream,Energy
GAME,Electronic Gaming & Multimedia,Communication Services
VNRX,Medical Devices,Healthcare
TPST,Biotechnology,Healthcare
APUS,Drug Manufacturers - Specialty & Generic,Healthcare
QRHC,Waste Management,Industrials
NHTC,Internet Retail,Consumer Discretionary
ATCX,Engineering & Construction,Industrials
WDAF,Asset Management,Financials
MNDO,Software - Application,Technology
ASST,Asset Management,Financials
CUE,Biotechnology,Healthcare
SDST,Electrical Equipment & Parts,Industrials
PLSM,Medical Devices,Healthcare
UONE,Broadcasting,Communication Services
MKDW,Auto Parts,Consumer Discretionary
FTHM,Real Estate Services,Real Estate
GRNQ,Consulting Services,Industrials
PSHG,Marine Shipping,Industrials
MXC,Oil & Gas Exploration & Production,Energy
CKX,Oil & Gas Exploration & Production,Energy
VTGN,Biotechnology,Healthcare
RAIN,Pollution & Treatment Controls,Industrials
BTM,Capital Markets,Financials
BRNS,Biotechnology,Healthcare
ORIO,Software - Infrastructure,Technology
CRIS,Biotechnology,Healthcare
UTSI,Communication Equipment,Technology
DARE,Biotechnology,Healthcare
XTLB,Biotechnology,Healthcare
CHAI,Internet Content & Information,Communication Services
NEUP,Biotechnology,Healthcare
BZFD,Internet Content & Information,Communication Services
BMR,Software - Application,Technology
FENG,Internet Content & Information,Communication Services
LSF,Packaged Foods,Consumer Staples
GSIW,Capital Markets,Financials
NYC,Real Estate Services,Real Estate
OTLK,Biotechnology,Healthcare
FRGT,Software - Application,Technology
MRKR,Biotechnology,Healthcare
FLUX,Electrical Equipment & Parts,Industrials
HBIO,Medical Instruments & Supplies,Healthcare
BURU,Specialty Industrial Machinery,Industrials
NEON,Electronic Components,Technology
TRSG,Metal Fabrication,Industrials
RMCF,Confectioners,Consumer Staples
PIII,Medical Care Facilities,Healthcare
YHC,Beverages - Wineries & Distilleries,Consumer Staples
EVTV,Auto Manufacturers,Consumer Discretionary
EHLD,Marine Shipping,Industrials
CYN,Software - Application,Technology
MLSS,Medical Instruments & Supplies,Healthcare
WYHG,Packaged Foods,Consumer Staples
DFLI,Electrical Equipment & Parts,Industrials
MSGM,Electronic Gaming & Multimedia,Communication Services
WIMI,Advertising Agencies,Communication Services
YQ,Education & Training Services,Consumer Staples
PASG,Biotechnology,Healthcare
MOGU,Internet Retail,Consumer Discretionary
TBHC,Home Improvement Retail,Consumer Discretionary
RVP,Medical Instruments & Supplies,Healthcare
CLIR,Pollution & Treatment Controls,Industrials
YMT,Software - Application,Technology
SNAL,Electronic Gaming & Multimedia,Communication Services
IPM,Software - Application,Technology
RYDE,Software - Application,Technology
ORGN,Chemicals,Materials
ZEO,Solar,Technology
VYNE,Biotechnology,Healthcare
DOGZ,Leisure,Consumer Discretionary
NNVC,Biotechnology,Healthcare
PLRZ,Biotechnology,Healthcare
SKYE,Biotechnology,Healthcare
XOS,Farm & Heavy Construction Machinery,Industrials
SMSI,Software - Application,Technology
AHT,REIT - Hotel & Motel,Real Estate
AUST,Gold,Materials
ACCL,Consulting Services,Industrials
LIQT,Pollution & Treatment Controls,Industrials
USEA,Marine Shipping,Industrials
DLPN,Advertising Agencies,Communication Services
EPSM,Beverages - Wineries & Distilleries,Consumer Staples
THH,Specialty Business Services,Industrials
RVSN,Railroads,Industrials
LEXX,Biotechnology,Healthcare
TLF,Specialty Retail,Consumer Discretionary
PRZO,Aerospace & Defense,Industrials
CABR,Drug Manufacturers - Specialty & Generic,Healthcare
LHAI,Real Estate Services,Real Estate
UPLD,Software - Application,Technology
BIAF,Diagnostics & Research,Healthcare
TBMC,Shell Companies,Financials
SURG,Telecom Services,Communication Services
INTZ,Software - Infrastructure,Technology
LGCB,Internet Retail,Consumer Discretionary
CAPT,Building Materials,Materials
RECT,Specialty Retail,Consumer Discretionary
AMOD,Software - Application,Technology
LRE,Real Estate - Development,Real Estate
MDCX,Drug Manufacturers - General,Healthcare
MSAI,Software - Infrastructure,Technology
TVGN,Biotechnology,Healthcare
PAPL,Mortgage Finance,Financials
HHS,Conglomerates,Industrials
GYRO,Real Estate Services,Real Estate
GREE,Capital Markets,Financials
WTG,Shell Companies,Financials
SEED,Agricultural Inputs,Materials
NAII,Packaged Foods,Consumer Staples
ALLR,Biotechnology,Healthcare
KTTA,Biotechnology,Healthcare
GTEC,Auto Parts,Consumer Discretionary
IRIX,Medical Devices,Healthcare
LGPS,Conglomerates,Industrials
IINN,Medical Devices,Healthcare
SCNX,Pharmaceutical Retailers,Healthcare
MFI,Software - Application,Technology
CTRM,Marine Shipping,Industrials
OBAI,Software - Infrastructure,Technology
SGRP,Specialty Business Services,Industrials
CCM,Medical Care Facilities,Healthcare
REE,Auto Parts,Consumer Discretionary
HUDI,Steel,Materials
HUIZ,Insurance Brokers,Financials
TDTH,Information Technology Services,Technology
GNTA,Biotechnology,Healthcare
COOT,Packaged Foods,Consumer Staples
ZGM,Consulting Services,Industrials
PASW,Textile Manufacturing,Consumer Discretionary
GIGM,Electronic Gaming & Multimedia,Communication Services
MDRR,Real Estate Services,Real Estate
AUID,Software - Infrastructure,Technology
RGNT,Other,Healthcare
BESS,Utilities - Renewable,Utilities
EDTK,Education & Training Services,Consumer Staples
CTXR,Biotechnology,Healthcare
UUU,Building Products & Equipment,Industrials
MYND,Education & Training Services,Consumer Staples
HKPD,Pharmaceutical Retailers,Healthcare
WETH,Electronic Components,Technology
PLAG,Conglomerates,Industrials
MGIH,Packaging & Containers,Consumer Discretionary
INTS,Biotechnology,Healthcare
ZSTK,Asset Management,Financials
INTJ,Consulting Services,Industrials
AERT,Consulting Services,Industrials
JF,Credit Services,Financials
QVCGA,Internet Retail,Consumer Discretionary
SELX,Electronic Components,Technology
ELSE,Scientific & Technical Instruments,Technology
TOPS,Oil & Gas Midstream,Energy
GAUZ,Electronic Components,Technology
MWYN,"Furnishings, Fixtures & Appliances",Consumer Discretionary
PDC,Software - Application,Technology
KITT,Aerospace & Defense,Industrials
AIRI,Aerospace & Defense,Industrials
BRN,Oil & Gas Exploration & Production,Energy
AMBO,Education & Training Services,Consumer Staples
PHIO,Biotechnology,Healthcare
ZJYL,Medical Instruments & Supplies,Healthcare
BNZI,Software - Application,Technology
TOPP,Trucking,Industrials
QCLS,Computer Hardware,Technology
CISO,Software - Infrastructure,Technology
COCP,Biotechnology,Healthcare
PRHI,Insurance - Property & Casualty,Financials
TRAW,Biotechnology,Healthcare
JL,Apparel Manufacturing,Consumer Discretionary
IOBT,Biotechnology,Healthcare
INAB,Biotechnology,Healthcare
SWVL,Railroads,Industrials
CHOW,Software - Infrastructure,Technology
BGI,Luxury Goods,Consumer Discretionary
SNYR,Medical Distribution,Healthcare
FEBO,Consumer Electronics,Technology
SAIH,Information Technology Services,Technology
STAK,Oil & Gas Equipment & Services,Energy
TAOP,Software - Infrastructure,Technology
UGRO,Farm & Heavy Construction Machinery,Industrials
MTEX,Food Distribution,Consumer Staples
HOTH,Biotechnology,Healthcare
MBRX,Biotechnology,Healthcare
CSAI,Software - Infrastructure,Technology
GTBP,Biotechnology,Healthcare
BNGO,Medical Instruments & Supplies,Healthcare
CDT,Biotechnology,Healthcare
REBN,Restaurants,Consumer Discretionary
BCAB,Biotechnology,Healthcare
BCDA,Biotechnology,Healthcare
IHT,REIT - Hotel & Motel,Real Estate
PETZ,Restaurants,Consumer Discretionary
GTIM,Restaurants,Consumer Discretionary
LTRN,Biotechnology,Healthcare
WVVI,Beverages - Wineries & Distilleries,Consumer Staples
DFNS,Shell Companies,Financials
NXPL,Software - Application,Technology
GCDT,Building Products & Equipment,Industrials
PAVM,Medical Devices,Healthcare
CCHH,Restaurants,Consumer Discretionary
BNKK,Asset Management,Financials
JZ,Information Technology Services,Technology
MODD,Medical Devices,Healthcare
JBDI,Specialty Retail,Consumer Discretionary
MSW,Engineering & Construction,Industrials
IDAI,Software - Application,Technology
TOMZ,Pollution & Treatment Controls,Industrials
AMZE,Software - Application,Technology
KAPA,Biotechnology,Healthcare
WGRX,Pharmaceutical Retailers,Healthcare
JUNS,Biotechnology,Healthcare
VVOS,Medical Devices,Healthcare
EFOI,"Furnishings, Fixtures & Appliances",Consumer Discretionary
DSY,Household & Personal Products,Consumer Staples
MBAI,Diagnostics & Research,Healthcare
OSRH,Biotechnology,Healthcare
ELOG,Integrated Freight & Logistics,Industrials
GDTC,Biotechnology,Healthcare
AMS,Medical Care Facilities,Healthcare
SLAI,Information Technology Services,Technology
BTOC,Integrated Freight & Logistics,Industrials
MARPS,Oil & Gas Midstream,Energy
MTEK,Electronic Components,Technology
CLRB,Biotechnology,Healthcare
SNGX,Biotechnology,Healthcare
COSM,Medical Distribution,Healthcare
EBON,Computer Hardware,Technology
CETY,Specialty Industrial Machinery,Industrials
TRIB,Medical Devices,Healthcare
ETS,Trucking,Industrials
AGRZ,Farm Products,Consumer Staples
GGRP,Software - Infrastructure,Technology
AGAE,Entertainment,Communication Services
ARTW,Farm & Heavy Construction Machinery,Industrials
SBDS,Internet Retail,Consumer Discretionary
YAAS,Software - Application,Technology
SPPL,Specialty Industrial Machinery,Industrials
AQMS,Waste Management,Industrials
EDUC,Publishing,Communication Services
QNRX,Biotechnology,Healthcare
ACXP,Biotechnology,Healthcare
NVNI,Software - Application,Technology
ZKIN,Steel,Materials
IZM,Electronics & Computer Distribution,Technology
CMMB,Biotechnology,Healthcare
NWGL,Lumber & Wood Production,Materials
BLIN,Software - Infrastructure,Technology
VSEE,Health Information Services,Healthcare
CVKD,Biotechnology,Healthcare
EEIQ,Education & Training Services,Consumer Staples
BLRX,Biotechnology,Healthcare
RAY,Household & Personal Products,Consumer Staples
SFHG,Specialty Business Services,Industrials
BIVI,Biotechnology,Healthcare
BTBD,Restaurants,Consumer Discretionary
CLRO,Communication Equipment,Technology
AWX,Waste Management,Industrials
DLXY,Oil & Gas Refining & Marketing,Energy
NCEL,Biotechnology,Healthcare
AZI,Auto & Truck Dealerships,Consumer Discretionary
BMGL,Medical Care Facilities,Healthcare
WKSP,Auto Parts,Consumer Discretionary
DTSS,Software - Infrastructure,Technology
LEDS,Semiconductors,Technology
GENK,Restaurants,Consumer Discretionary
VRME,Security & Protection Services,Industrials
LNAI,Biotechnology,Healthcare
WFF,Specialty Industrial Machinery,Industrials
CENN,Auto Manufacturers,Consumer Discretionary
TJGC,Advertising Agencies,Communication Services
LFWD,Medical Devices,Healthcare
RVPH,Biotechnology,Healthcare
AIMD,Scientific & Technical Instruments,Technology
CVR,Tools & Accessories,Industrials
GFAI,Security & Protection Services,Industrials
DSS,Packaging & Containers,Consumer Discretionary
ASNS,Communication Equipment,Technology
BFRI,Drug Manufacturers - Specialty & Generic,Healthcare
LESL,Specialty Retail,Consumer Discretionary
MTR,Oil & Gas Exploration & Production,Energy
JTAI,Software - Application,Technology
SINT,Medical Devices,Healthcare
ICU,Biotechnology,Healthcare
BTTC,Asset Management,Financials
NOTV,Diagnostics & Research,Healthcare
TOVX,Biotechnology,Healthcare
TKLF,Specialty Retail,Consumer Discretionary
CLWT,Pollution & Treatment Controls,Industrials
XELB,Apparel Manufacturing,Consumer Discretionary
SKYQ,Oil & Gas Integrated,Energy
YJ,Internet Retail,Consumer Discretionary
INEO,Auto Parts,Consumer Discretionary
CXAI,Software - Application,Technology
MWG,Rental & Leasing Services,Industrials
OST,Electronic Components,Technology
CLGN,Biotechnology,Healthcare
CALC,Biotechnology,Healthcare
PRSO,Semiconductors,Technology
HWH,Leisure,Consumer Discretionary
STKH,Packaged Foods,Consumer Staples
SOS,Capital Markets,Financials
DTST,Information Technology Services,Technology
NTCL,Software - Application,Technology
SNES,Specialty Chemicals,Materials
PMNT,Apparel Manufacturing,Consumer Discretionary
MRM,Personal Services,Consumer Discretionary
LHSW,Software - Infrastructure,Technology
CUPR,Medical Instruments & Supplies,Healthcare
GXAI,Electronic Gaming & Multimedia,Communication Services
INHD,Steel,Materials
AMST,Software - Application,Technology
BOLT,Biotechnology,Healthcare
LIMN,Biotechnology,Healthcare
BON,Specialty Chemicals,Materials
GITS,Internet Content & Information,Communication Services
FTRK,Entertainment,Communication Services
ZBAI,Capital Markets,Financials
IMNN,Biotechnology,Healthcare
PCLA,Telecom Services,Communication Services
IFBD,Software - Application,Technology
AIXC,Software - Infrastructure,Technology
FBGL,Engineering & Construction,Industrials
MSN,Consumer Electronics,Technology
SUNE,Solar,Technology
EJH,Personal Services,Consumer Discretionary
HTOO,Utilities - Renewable,Utilities
RNAZ,Biotechnology,Healthcare
TGHL,Software - Infrastructure,Technology
APRE,Biotechnology,Healthcare
GELS,Drug Manufacturers - Specialty & Generic,Healthcare
CWD,Asset Management,Financials
KRKR,Advertising Agencies,Communication Services
XAIR,Medical Devices,Healthcare
PMCB,Biotechnology,Healthcare
TNON,Medical Devices,Healthcare
ARBB,Information Technology Services,Technology
APM,Biotechnology,Healthcare
YCBD,Drug Manufacturers - Specialty & Generic,Healthcare
LCFY,Internet Content & Information,Communication Services
MGRX,Health Information Services,Healthcare
SUGP,Security & Protection Services,Industrials
ARTL,Biotechnology,Healthcare
IMRN,Biotechnology,Healthcare
KPRX,Biotechnology,Healthcare
GURE,Chemicals,Materials
PHGE,Biotechnology,Healthcare
GRDX,Biotechnology,Healthcare
FGI,"Furnishings, Fixtures & Appliances",Consumer Discretionary
CELZ,Biotechnology,Healthcare
TULP,Advertising Agencies,Communication Services
OLB,Software - Infrastructure,Technology
SCKT,Computer Hardware,Technology
EVGN,Biotechnology,Healthcare
HSCS,Medical Devices,Healthcare
YHGJ,Packaging & Containers,Consumer Discretionary
BTCT,Computer Hardware,Technology
MSGY,Engineering & Construction,Industrials
FMFC,Footwear & Accessories,Consumer Discretionary
SYNX,Communication Equipment,Technology
ZCMD,Health Information Services,Healthcare
MYSE,Software - Application,Technology
NVNO,Medical Devices,Healthcare
ATON,Asset Management,Financials
RBNE,Oil & Gas Midstream,Energy
WAFU,Education & Training Services,Consumer Staples
XWEL,Diagnostics & Research,Healthcare
GLE,Information Technology Services,Technology
IQST,Telecom Services,Communication Services
OXBR,Insurance - Reinsurance,Financials
LUCY,Medical Instruments & Supplies,Healthcare
FAMI,Packaged Foods,Consumer Staples
NXL,Medical Devices,Healthcare
OFAL,Engineering & Construction,Industrials
ITOC,Medical Devices,Healthcare
TLIH,Industrial Distribution,Industrials
